Mechanism,Method,Iteration,Execution_Time,Train_MAE,Train_RMSE,Train_R2,Train_Correlation,Train_Distribution_similarity,Test_MAE,Test_RMSE,Test_R2,Test_Correlation,Test_Distribution_similarity,Hyperparameters,Missing_Rate
MCAR,Mean,2,0.005824,3.651888182035985,9.227697024190816,0.8128596233217006,0.9016139360533358,0.40553007172380184,3.793022581404786,9.257424450872719,0.8107930398321957,0.900710925810245,0.39264422241253794,{'strategy': 'mean'},0.2
MCAR,Median,2,0.008287,3.50898332436794,9.603063434473379,0.7973248789309926,0.8977226247004526,0.5947347344484404,3.6236795774647885,9.397074949452824,0.8050415170422469,0.9002692339371521,0.5769271785825428,{'strategy': 'median'},0.2
MCAR,KNN,2,0.479616,2.7170952124798275,7.0324357254356045,0.8913092992313297,0.9445203623844332,0.7527040369976922,2.7601232394366195,7.046516720147902,0.8903759787576014,0.9439276062109733,0.7193700820678262,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2
MCAR,MICE,2,2.050373,2.478326244652396,6.298300163029808,0.9128178541284421,0.9554456412676433,0.7059629392081734,2.434287912684359,6.260094152603068,0.9134796065855573,0.9557653070996285,0.691120605832835,"{'max_iter': 10, 'n_nearest_features': 10}",0.2
MCAR,MissForest,2,285.388482,2.184205486820871,5.987090002875207,0.9212206452218228,0.9598594030767686,0.771906835208348,2.1852904929577464,6.011175456574056,0.9202233924329482,0.959325488291852,0.7440325684150619,"{'n_estimators': 100, 'max_iter': 5}",0.2
MCAR,EM,2,6.474066,2.596054326537127,6.694718376383982,0.9014979042544047,0.9499294086305634,0.7814921158728234,3.7961309969469545,9.260240737797234,0.8106779015139558,0.9006715384471045,0.3910836894338078,"{'max_iter': 50, 'tolerance': 0.001}",0.2
MCAR,Mean,3,0.005708,3.738250416547477,9.665431027416721,0.8059774847598238,0.8980410490663099,0.41795986835183263,3.7401079884103785,9.39917197200606,0.8077515946012126,0.8994751671978228,0.3909630653126617,{'strategy': 'mean'},0.2
MCAR,Median,3,0.008333,3.607945635128071,10.114979342996826,0.7875094216346002,0.8937342387297891,0.5886669310031594,3.5790554414784395,9.867437582033052,0.788118845571852,0.8954949637565687,0.5860096816921474,{'strategy': 'median'},0.2
MCAR,KNN,3,0.479602,2.8007318348144277,7.466562647073713,0.8842153186164015,0.9408932986455374,0.7474480938222701,2.7640246406570843,7.032584763794812,0.892374915461688,0.9450819330934312,0.732369318508917,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2
MCAR,MICE,3,1.869854,2.489099093577197,6.672590863096221,0.9075304655493761,0.9526489024293588,0.7136806247764604,2.4308094673095266,6.419214198561341,0.9103299751780153,0.9541506117474438,0.688975385578082,"{'max_iter': 10, 'n_nearest_features': 10}",0.2
MCAR,MissForest,3,278.853259,2.1913225300575014,6.127202609176953,0.9220288102430247,0.9602778144174903,0.7778273863345385,2.132094455852156,5.902130254411628,0.9241944271083677,0.9613593085455324,0.7492058901941182,"{'n_estimators': 100, 'max_iter': 5}",0.2
MCAR,EM,3,13.020857,2.670856188165924,7.309068735745501,0.8890483486607265,0.9440892650321796,0.786654947079078,3.747991052224858,9.393869713850233,0.8079684356507439,0.8994151138380728,0.39018242518775925,"{'max_iter': 50, 'tolerance': 0.001}",0.2
MCAR,Mean,1,0.005869,3.7273542448960795,9.25038272362485,0.8113918815729195,0.9008195260516966,0.41327741953882835,3.6970216633366775,8.543006878901545,0.820493537234094,0.906606522231425,0.4132180895249279,{'strategy': 'mean'},0.3
MCAR,Median,1,0.008187,3.5433789954337898,9.548868632837795,0.7990237137902443,0.8979499552369499,0.593113609078273,3.561675272518646,8.69199485312078,0.8141778426013422,0.9042100467792615,0.5952927940245369,{'strategy': 'median'},0.3
MCAR,KNN,1,0.541339,2.84483315770987,7.212425955458993,0.8853421709030522,0.9414459733947229,0.7581439210652215,2.8941480206540446,6.9812888190001985,0.8801246777566426,0.9384619192615281,0.7284585677392655,"{'n_neighbors': 5, 'weights': 'uniform'}",0.3
MCAR,MICE,1,1.921658,2.6358596457555192,6.45734961125983,0.9080927904664549,0.9529715809714834,0.7127820547385424,2.59688976254805,5.985367739214639,0.9118869460445884,0.9556201869174068,0.6997733702738933,"{'max_iter': 10, 'n_nearest_features': 10}",0.3
MCAR,MissForest,1,266.057286,2.2756852827537757,5.903822833841606,0.9231741078516126,0.9608465081757733,0.7901504471169893,2.245061675272519,5.486869544612701,0.9259529355096765,0.9627848953808397,0.7631829432239661,"{'n_estimators': 100, 'max_iter': 5}",0.3
MCAR,EM,1,2.609372,2.6294408005174796,6.814274504341334,0.8976517954015675,0.9474914606536881,0.7621437506205864,3.6882461597064418,8.523842207967597,0.8212980136037746,0.9068696963661875,0.40608476518069747,"{'max_iter': 50, 'tolerance': 0.001}",0.3
MCAR,Mean,2,0.006082,3.6697561619255583,9.307854442442952,0.8084934668329158,0.899165278650905,0.4082000511651528,3.7751232203948066,9.622517868466845,0.7943765065649125,0.8916957878594759,0.3931419044925729,{'strategy': 'mean'},0.3
MCAR,Median,2,0.008322,3.514705882352941,9.651350438139238,0.7940979843129121,0.8955554579306042,0.5944690217882566,3.559401584042241,9.740336577561228,0.7893103463311465,0.8910611512083509,0.5838219654613097,{'strategy': 'median'},0.3
MCAR,KNN,2,0.533798,2.8521377331420377,7.3144031570428885,0.881738817685189,0.9393799972763653,0.7462145905041253,2.8408330888823703,7.753255544989337,0.8665054678323689,0.9309928620092482,0.7322023965408065,"{'n_neighbors': 5, 'weights': 'uniform'}",0.3
MCAR,MICE,2,1.826602,2.5531772085525684,6.567657030946336,0.9046533675016004,0.9511408766348315,0.7094985398435759,2.647217302039886,7.097828665986449,0.888121585180337,0.9426889967691517,0.6995134826764656,"{'max_iter': 10, 'n_nearest_features': 10}",0.3
MCAR,MissForest,2,265.984012,2.262961262553802,6.1576663162256455,0.9161859687394334,0.9571895160676978,0.7791179280620142,2.3274743326488707,6.695832199747038,0.9004355259528862,0.9493110112688307,0.76543463409176,"{'n_estimators': 100, 'max_iter': 5}",0.3
MCAR,EM,2,2.547454,2.59217019275448,6.82393345338716,0.897067150857824,0.9472738473366443,0.7607603849290218,3.7732744214967573,9.622282582167808,0.7943865621033771,0.8916910181273513,0.3914945556575685,"{'max_iter': 50, 'tolerance': 0.001}",0.3
MCAR,Mean,3,0.005956,3.7480726561038376,9.647979489792775,0.8056184381725322,0.8978390088083794,0.4179750438230512,3.8606719684703203,9.530631666733537,0.8066645847262792,0.8984137905235379,0.38473904360033706,{'strategy': 'mean'},0.3
MCAR,Median,3,0.009147,3.620964345873105,10.104152135165934,0.7868025148657336,0.8934937187866109,0.5933202391713621,3.672810421286031,9.955704974030391,0.789034188223358,0.8951260182256568,0.5837389138740225,{'strategy': 'median'},0.3
MCAR,KNN,3,0.560855,2.8844329028635602,7.454924061107407,0.8839436862788737,0.941574885987884,0.7527872566797202,2.8514966740576497,7.214527872068375,0.8892142567660228,0.9439291810417012,0.7214181096145063,"{'n_neighbors': 5, 'weights': 'uniform'}",0.3
MCAR,MICE,3,1.807697,2.7287910067365777,7.207726825747894,0.8915126849291632,0.9442050077535908,0.7129136412187027,2.663095818769082,6.671609293929455,0.9052609000497686,0.9516213412384603,0.6827581787280402,"{'max_iter': 10, 'n_nearest_features': 10}",0.3
MCAR,MissForest,3,268.665771,2.3634436412128017,6.467401841723409,0.9126542021567209,0.9554759246211418,0.7804011233124336,2.2929476164079823,5.943578076429194,0.9248093241231642,0.9617642996034912,0.7559032995342683,"{'n_estimators': 100, 'max_iter': 5}",0.3
MCAR,EM,3,2.627741,2.582386412124854,6.722874824778891,0.9056173049292344,0.9519228405319103,0.7577032580954246,3.871125084697689,9.524285391547215,0.806921976111516,0.8984019097510267,0.3864147444804443,"{'max_iter': 50, 'tolerance': 0.001}",0.3
MCAR,Mean,1,0.006314,3.6962870345086336,9.298989225452399,0.8103196816748177,0.900182120402922,0.4138400788720812,3.724200424018988,8.861777434873035,0.8100447414629107,0.9006302943744533,0.41089916568234974,{'strategy': 'mean'},0.4
MCAR,Median,1,0.008514,3.535499841988834,9.644707535245939,0.7959536144264631,0.896919574534226,0.5962216050802482,3.574349042392942,9.003454373774616,0.8039224011792173,0.8987979702500548,0.59477880398285,{'strategy': 'median'},0.4
MCAR,KNN,1,0.59526,2.952438638997156,7.494981642115852,0.8767769575178943,0.9370828419129688,0.7515718151893436,2.9111684958037447,6.99772965734028,0.8815530275222068,0.9390780701632435,0.7247713672629853,"{'n_neighbors': 5, 'weights': 'uniform'}",0.4
MCAR,MICE,1,1.794703,2.5529289702722138,6.341089231468957,0.9117979843549313,0.9549773696925667,0.7148091903467723,2.5894520720976746,6.302568005487415,0.9039174048469341,0.9510517756350998,0.7014500031444458,"{'max_iter': 10, 'n_nearest_features': 10}",0.4
MCAR,MissForest,1,246.077144,2.3469954176761822,6.0751376401468615,0.9190413934413568,0.9586801464902462,0.7961087852003546,2.334349042392942,5.9028931742455555,0.9157170959345351,0.957026141151977,0.7749651702936987,"{'n_estimators': 100, 'max_iter': 5}",0.4
MCAR,EM,1,2.462122,2.7029833008121464,7.038806626209013,0.8913201953258345,0.9441670053063013,0.7395647920611186,3.716124106175491,8.844764735987273,0.8107733875166825,0.90086143893682,0.4121510156119905,"{'max_iter': 50, 'tolerance': 0.001}",0.4
MCAR,Mean,2,0.006034,3.6479731073269037,9.017212384624159,0.8156864472822392,0.9031727544399035,0.41325897393121236,3.717794864230637,9.187740170641963,0.8036914682682481,0.8971915362862201,0.39841916051078186,{'strategy': 'mean'},0.4
MCAR,Median,2,0.008427,3.4948142207965787,9.351196056250657,0.8017802164090059,0.8998113419226906,0.5953308693917638,3.5042134831460676,9.278932303978461,0.7997752418987063,0.8967387454561353,0.5873723153449429,{'strategy': 'median'},0.4
MCAR,KNN,2,0.563291,2.923079390537289,7.445856314960105,0.8743270020959518,0.9353323284856706,0.7425588860041492,2.9005617977528093,7.51811123506317,0.8685564562486667,0.9320759164217082,0.7328019438678058,"{'n_neighbors': 5, 'weights': 'uniform'}",0.4
MCAR,MICE,2,1.807757,2.6296000879719865,6.834100795599134,0.8941293858299868,0.945665123101949,0.7199434847251873,2.6045460018296795,6.660382921051724,0.8968379028689011,0.9472343944063294,0.7131026417446573,"{'max_iter': 10, 'n_nearest_features': 10}",0.4
MCAR,MissForest,2,247.490483,2.3814097834803527,6.325118075483266,0.9093119743353165,0.9536101211095618,0.7857024273435371,2.377735522904062,6.62348905488305,0.8979776292857421,0.9477346640256092,0.7719151780586777,"{'n_estimators': 100, 'max_iter': 5}",0.4
MCAR,EM,2,1.807676,2.6264507576715923,6.7012343723168275,0.8982059748580185,0.947740341975309,0.7405089749286511,3.7078172712295308,9.177209651410642,0.8041412080416983,0.8973034651384467,0.3981810652726866,"{'max_iter': 50, 'tolerance': 0.001}",0.4
MCAR,Mean,3,0.006109,3.6925478099212485,9.399792525927525,0.8075582558582807,0.8986747527301674,0.40896712877426844,3.8540282770793075,9.55801956962793,0.7999281235406714,0.8943949345753005,0.38708056767831744,{'strategy': 'mean'},0.4
MCAR,Median,3,0.008624,3.5318501416727885,9.748301594930666,0.7930236792241222,0.8957264927998674,0.5976331119660572,3.66029106029106,9.878218967972414,0.7862985286813435,0.8916531049398679,0.582788554650521,{'strategy': 'median'},0.4
MCAR,KNN,3,0.583083,2.9603526078287334,7.735612714018624,0.869667662111936,0.9333178222112541,0.7498102277336023,3.044074844074844,7.927148541038195,0.8623791591561006,0.929767468524842,0.7204413002882157,"{'n_neighbors': 5, 'weights': 'uniform'}",0.4
MCAR,MICE,3,1.847381,2.6535962284812693,6.852522604217569,0.8977263625625471,0.9476253595229629,0.7082606607588179,2.641746946950686,6.796353343658929,0.8988415621065666,0.9481088913747062,0.686381032728776,"{'max_iter': 10, 'n_nearest_features': 10}",0.4
MCAR,MissForest,3,247.580427,2.4054239689369297,6.448291047039294,0.9094367475245475,0.9539455763173587,0.7905308963756555,2.441183991683992,6.320284146238141,0.9125170494915738,0.9553349644926918,0.7714026230271341,"{'n_estimators': 100, 'max_iter': 5}",0.4
MCAR,EM,3,2.273877,2.650467055461644,6.765425392881771,0.9003096853214596,0.948921040603934,0.73776839539099,3.8560459985450555,9.559049337637248,0.7998850102754163,0.8943754664934506,0.393520534936153,"{'max_iter': 50, 'tolerance': 0.001}",0.4
MAR,Mean,1,0.005849,3.885703411664092,10.213515692867345,0.7927126383634935,0.8909554436044963,0.41460659584861137,3.5965778728644056,8.98457870869163,0.8265211009097158,0.909690465317717,0.4108209925151701,{'strategy': 'mean'},0.1
MAR,Median,1,0.008919,3.7791026320438084,10.735068587574691,0.7710018626237496,0.8850781229950623,0.5891879805734979,3.482450103234687,9.518988882553668,0.8052700011280144,0.9043600533780031,0.5709166035763663,{'strategy': 'median'},0.1
MAR,KNN,1,0.428553,2.8464228934817166,7.368131773823311,0.8921209604079634,0.945073497283116,0.7595157150742556,2.5194769442532694,5.805524577749137,0.9275673860824348,0.9641989983934198,0.7276557527146816,"{'n_neighbors': 5, 'weights': 'uniform'}",0.1
MAR,MICE,1,2.799081,2.554562037055006,7.283310599204041,0.8945904486712544,0.9458363015009246,0.7166534979234298,2.2503496812694825,5.8428686478040515,0.926632542622062,0.9626484927678876,0.6787795411855437,"{'max_iter': 10, 'n_nearest_features': 10}",0.1
MAR,MissForest,1,283.352366,2.23130189012542,6.205096639590684,0.9234897885542744,0.9610549841452234,0.7647293255487287,2.094167240192705,5.4762223130947065,0.9355514184980243,0.9672615099203311,0.7307039027044848,"{'n_estimators': 100, 'max_iter': 5}",0.1
MAR,EM,1,4.611148,2.4062160465019717,7.213609966143145,0.8965983149439067,0.9472730892486602,0.7551841815834123,3.602581078599007,8.97089377128543,0.8270491701551785,0.9098324730858182,0.4108209925151701,"{'max_iter': 50, 'tolerance': 0.001}",0.1
MAR,Mean,2,0.006009,3.7045815064120338,9.240407300050265,0.8161997654727033,0.9036468005380374,0.4196874152262404,3.8853739840097123,10.502220657402933,0.7730491512914872,0.8821398811809529,0.3931550149118008,{'strategy': 'mean'},0.1
MAR,Median,2,0.008326,3.6234714363935026,9.718815517769805,0.7966751273258199,0.8991610316526436,0.5832391464307056,3.77304469273743,11.154983604554383,0.7439602431149547,0.874397225735845,0.5745510827771481,{'strategy': 'median'},0.1
MAR,KNN,2,0.431138,2.668516152582588,6.40275196354648,0.9117535612526237,0.9553113372353954,0.758953061145631,2.814944134078212,7.952528497101202,0.8698692293854042,0.9341831829604281,0.7188155615493359,"{'n_neighbors': 5, 'weights': 'uniform'}",0.1
MAR,MICE,2,2.652128,2.5029738949332665,6.434222565567318,0.9108839371614432,0.9544846951336777,0.7181630794409395,2.5862540496335424,7.684577356099556,0.878490703336058,0.937789525735243,0.6877651570453669,"{'max_iter': 10, 'n_nearest_features': 10}",0.1
MAR,MissForest,2,283.132182,2.0975469976273042,5.451954307170578,0.9360164626027386,0.9675641871322057,0.7669846521025235,2.265481843575419,7.127497126852882,0.8954693537510976,0.946335477243094,0.738576652964035,"{'n_estimators': 100, 'max_iter': 5}",0.1
MAR,EM,2,4.512093,2.1761402628141244,5.640604790300808,0.931511890892239,0.9651866935877031,0.7576196428246222,3.8897620990155497,10.498461473348495,0.7732115926170688,0.8820746391680386,0.3889428649355312,"{'max_iter': 50, 'tolerance': 0.001}",0.1
MAR,Mean,3,0.005562,3.629780174101703,8.901707926921912,0.8200901849097287,0.9055888374328368,0.4090630699771719,3.3562132576659804,7.890258537166238,0.8411688002665755,0.9183294309375427,0.3883129572406031,{'strategy': 'mean'},0.1
MAR,Median,3,0.008286,3.5226196738558655,9.305906917626572,0.8033809540769081,0.9007321960510145,0.5916049917492432,3.1099726775956285,8.011390456667328,0.8362545857464446,0.916128311717228,0.5615843231765257,{'strategy': 'median'},0.1
MAR,KNN,3,0.451872,2.6795896896370333,6.427305228374089,0.9062079505948872,0.9524815068654723,0.7511669695137397,2.4898907103825136,6.2805580831694865,0.8993648214515558,0.9486761683018999,0.7437069943731088,"{'n_neighbors': 5, 'weights': 'uniform'}",0.1
MAR,MICE,3,2.308141,2.3722928493326694,6.1957586960621205,0.9128440248787354,0.9554606677347662,0.69793668008556,2.1523288205376447,5.777421525757898,0.9148427831537289,0.956499475990036,0.6888567503928316,"{'max_iter': 10, 'n_nearest_features': 10}",0.1
MAR,MissForest,3,282.410809,2.0600841662283007,5.169641750330273,0.9393223053423752,0.9692784812608973,0.7692361153621745,1.9456215846994538,5.64577294243103,0.9186794766777207,0.9599201421207623,0.7506166565863445,"{'n_estimators': 100, 'max_iter': 5}",0.1
MAR,EM,3,9.571651,2.9104248393263985,8.460986477601367,0.8374637715748754,0.9211379254643967,0.7789059818081788,3.361006746939138,7.89191436080181,0.8411021296881324,0.9183686842391888,0.3883129572406031,"{'max_iter': 50, 'tolerance': 0.001}",0.1
MAR,Mean,1,0.005793,3.7612500088152125,9.4936030889506,0.8143741035741339,0.9028174941102852,0.4124247963626757,3.6282757129469094,9.166659242268704,0.8158078038645742,0.9035611220651453,0.4044225539120788,{'strategy': 'mean'},0.2
MAR,Median,1,0.008588,3.680245486080228,10.102107009980257,0.7898156616852866,0.8965237128796713,0.5894032862316391,3.5343035343035343,9.743594302803762,0.7918926414232179,0.8972203932090713,0.5719028242845836,{'strategy': 'median'},0.2
MAR,KNN,1,0.513439,2.892893355865872,7.314365892703581,0.8898131453902658,0.9439651479848242,0.7609279020378689,2.694975744975745,6.7059052285403595,0.9014256608470128,0.9513655794298076,0.7331733551319395,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2
MAR,MICE,1,1.813873,2.5445721908468975,6.96147636439175,0.9001888341185024,0.9488025234294108,0.7205779148103655,2.4632084893456505,6.745680873937947,0.9002528181110102,0.9489087070752382,0.6868261354482367,"{'max_iter': 10, 'n_nearest_features': 10}",0.2
MAR,MissForest,1,275.174308,2.2906337276527617,6.315229106467213,0.9178600103080913,0.958169450083505,0.7751490896464109,2.276599099099099,6.172628940217494,0.9164802101895898,0.9573911136604011,0.7536497563354123,"{'n_estimators': 100, 'max_iter': 5}",0.2
MAR,EM,1,3.356097,2.703144452598319,7.2600832577299945,0.8914425520719392,0.9446272592931628,0.7754337844329453,3.634329375080556,9.151332154380937,0.8164232450412168,0.9037640714746752,0.4069101161011335,"{'max_iter': 50, 'tolerance': 0.001}",0.2
MAR,Mean,2,0.005856,3.75529008973901,9.589468932875878,0.8050942006957634,0.89738525368915,0.41580356374659366,3.8422991055623323,10.422537698666257,0.7811844349998478,0.8846862895320403,0.40188564937290205,{'strategy': 'mean'},0.2
MAR,Median,2,0.008954,3.64262980812949,9.98668751061907,0.7886128565641202,0.8934383064199501,0.5853520986013941,3.7314614830813535,10.93010716418601,0.7593531938535116,0.8791523710585841,0.5775767806965468,{'strategy': 'median'},0.2
MAR,KNN,2,0.516415,2.809802673456397,7.0903390015215235,0.893446026749711,0.9454751355229781,0.7531523416705185,2.933837293016559,7.880475915066816,0.8749060937648231,0.9359147559367856,0.7285808581390613,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2
MAR,MICE,2,1.821438,2.5945666434664556,6.793596488009146,0.902178313860995,0.9498731001522522,0.7020595050692663,2.6653482917054094,7.251273312993683,0.8940844290710563,0.9456051947748761,0.6883577678846693,"{'max_iter': 10, 'n_nearest_features': 10}",0.2
MAR,MissForest,2,274.127226,2.250592888969719,6.032408677403576,0.9228710959343682,0.960667507947215,0.7752598363037402,2.333383729301656,6.932170172271899,0.9032012625699148,0.9503958257856496,0.7717968585791191,"{'n_estimators': 100, 'max_iter': 5}",0.2
MAR,EM,2,3.410417,2.5962754338472562,6.5877224740025,0.9080172819735721,0.952947163325101,0.7750733729917193,3.8448443318971712,10.422160827169614,0.7812002591418966,0.8846503774583727,0.40358265860415776,"{'max_iter': 50, 'tolerance': 0.001}",0.2
MAR,Mean,3,0.005993,3.6689427439142057,9.26536608717385,0.8128292253119431,0.901667941996731,0.4101788411176823,3.578463223311297,8.311043077674936,0.8335167298642001,0.9137596157512471,0.39811720706786413,{'strategy': 'mean'},0.2
MAR,Median,3,0.008871,3.557818659658344,9.73814968829963,0.7932403622274246,0.8963058925312976,0.5930085724256667,3.3703315881326352,8.463493104639847,0.8273530857128993,0.9117303596533741,0.5810132962663382,{'strategy': 'median'},0.2
MAR,KNN,3,0.514151,2.7545948313622426,7.002896653659179,0.8930776968145715,0.9457248058179303,0.7590080159908514,2.621221640488656,6.195289546538162,0.9074912636911977,0.9527741080579205,0.7606862456861853,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2
MAR,MICE,3,1.841637,2.4782901620970645,6.288277649481035,0.9137862990135871,0.955926529599761,0.7050029586525978,2.346618082879529,5.828834794153731,0.9181114796490901,0.9583052606036679,0.7108350350712287,"{'max_iter': 10, 'n_nearest_features': 10}",0.2
MAR,MissForest,3,275.375419,2.231394656154183,5.8878436284500015,0.9244167772847669,0.9614934125555261,0.7778658782280199,2.135916230366492,5.532069670042662,0.9262376383603252,0.9633275108475374,0.7687328006975862,"{'n_estimators': 100, 'max_iter': 5}",0.2
