target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;pca;2;{'silhouette': 0.20187199463183886, 'calinski_harabasz': 31.42787924238783, 'davies_bouldin': 1.7385602481688034};0.26779985679793883;0.057903847999044085;{0: 72, 1: 48};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;pca;3;{'silhouette': 0.18127835552629137, 'calinski_harabasz': 27.048231192149487, 'davies_bouldin': 1.6544097136293938};0.2657623643914548;0.04743285863249529;{0: 48, 1: 43, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.20187199463183886, 'calinski_harabasz': 31.42787924238785, 'davies_bouldin': 1.7385602481688027};0.2677998567979388;0.05790384799904409;{0: 72, 1: 48};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.18127835552629137, 'calinski_harabasz': 27.0482311921495, 'davies_bouldin': 1.6544097136293938};0.26576236439145473;0.0474328586324953;{0: 48, 1: 43, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;variance;2;{'silhouette': 0.20187199463483413, 'calinski_harabasz': 31.42787924238785, 'davies_bouldin': 1.7385602481688027};0.2677998567979388;0.0579038479990441;{0: 72, 1: 48};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;variance;3;{'silhouette': 0.1812783555313548, 'calinski_harabasz': 27.0482311921495, 'davies_bouldin': 1.6544097136293938};0.26576236439145473;0.047432858632495335;{0: 48, 1: 43, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;pca;2;{'silhouette': 0.20187199463183886, 'calinski_harabasz': 31.42787924238783, 'davies_bouldin': 1.7385602481688034};0.26779985679793883;0.057903847999044085;{0: 72, 1: 48};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;pca;3;{'silhouette': 0.18127835552629137, 'calinski_harabasz': 27.048231192149487, 'davies_bouldin': 1.6544097136293938};0.2657623643914548;0.04743285863249529;{0: 48, 1: 43, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.20187199463183886, 'calinski_harabasz': 31.42787924238785, 'davies_bouldin': 1.7385602481688027};0.2677998567979388;0.05790384799904409;{0: 72, 1: 48};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.18127835552629137, 'calinski_harabasz': 27.0482311921495, 'davies_bouldin': 1.6544097136293938};0.26576236439145473;0.0474328586324953;{0: 48, 1: 43, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;2;{'silhouette': 0.1835916133341476, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.814821349091798};0.15208811043981466;0.03545791726530464;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;3;{'silhouette': 0.20210338991273033, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;2;{'silhouette': 0.1835916133305048, 'calinski_harabasz': 30.26122063592344, 'davies_bouldin': 1.8148213490917982};0.15208811043981463;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.388517597664805};0.12746064673204335;0.06874382046253888;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;2;{'silhouette': 0.18359161333050483, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.8148213490917973};0.15208811043981468;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.42748346471005, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;2;{'silhouette': 0.1835916133341476, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.814821349091798};0.15208811043981466;0.03545791726530464;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;3;{'silhouette': 0.20210338991273033, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;2;{'silhouette': 0.1835916133305048, 'calinski_harabasz': 30.26122063592344, 'davies_bouldin': 1.8148213490917982};0.15208811043981463;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.388517597664805};0.12746064673204335;0.06874382046253888;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;2;{'silhouette': 0.18359161333050483, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.8148213490917973};0.15208811043981468;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.42748346471005, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;2;{'silhouette': 0.1835916133341476, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.814821349091798};0.15208811043981466;0.03545791726530464;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;3;{'silhouette': 0.20210338991273033, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;2;{'silhouette': 0.1835916133305048, 'calinski_harabasz': 30.26122063592344, 'davies_bouldin': 1.8148213490917982};0.15208811043981463;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.388517597664805};0.12746064673204335;0.06874382046253888;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;2;{'silhouette': 0.18359161333050483, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.8148213490917973};0.15208811043981468;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.42748346471005, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;2;{'silhouette': 0.1835916133341476, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.814821349091798};0.15208811043981466;0.03545791726530464;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;variance;3;{'silhouette': 0.20210338991273033, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;2;{'silhouette': 0.1835916133305048, 'calinski_harabasz': 30.26122063592344, 'davies_bouldin': 1.8148213490917982};0.15208811043981463;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;pca;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.427483464710047, 'davies_bouldin': 1.388517597664805};0.12746064673204335;0.06874382046253888;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;2;{'silhouette': 0.18359161333050483, 'calinski_harabasz': 30.26122063592345, 'davies_bouldin': 1.8148213490917973};0.15208811043981468;0.035457917265304624;{0: 58, 1: 62};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7'];birch;N/A;agglomeration;3;{'silhouette': 0.20210338990899074, 'calinski_harabasz': 25.42748346471005, 'davies_bouldin': 1.3885175976648048};0.1274606467320434;0.06874382046253887;{0: 62, 1: 54, 2: 4};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358568};0.15730937063979303;0.04210422615118355;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;2;{'silhouette': 0.21701837264200763, 'calinski_harabasz': 35.56025063056504, 'davies_bouldin': 1.6214764674952196};0.18543583797493882;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152988, 'davies_bouldin': 1.5438215430358564};0.15730937063979314;0.04210422615118358;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221945;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358566};0.15730937063979303;0.04210422615118356;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358568};0.15730937063979303;0.04210422615118355;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;2;{'silhouette': 0.21701837264200763, 'calinski_harabasz': 35.56025063056504, 'davies_bouldin': 1.6214764674952196};0.18543583797493882;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152988, 'davies_bouldin': 1.5438215430358564};0.15730937063979314;0.04210422615118358;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221945;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358566};0.15730937063979303;0.04210422615118356;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358568};0.15730937063979303;0.04210422615118355;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;2;{'silhouette': 0.21701837264200763, 'calinski_harabasz': 35.56025063056504, 'davies_bouldin': 1.6214764674952196};0.18543583797493882;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152988, 'davies_bouldin': 1.5438215430358564};0.15730937063979314;0.04210422615118358;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221945;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358566};0.15730937063979303;0.04210422615118356;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;variance;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358568};0.15730937063979303;0.04210422615118355;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;2;{'silhouette': 0.21701837264200763, 'calinski_harabasz': 35.56025063056504, 'davies_bouldin': 1.6214764674952196};0.18543583797493882;0.026991620000221966;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;pca;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152988, 'davies_bouldin': 1.5438215430358564};0.15730937063979314;0.04210422615118358;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.21701837264200752, 'calinski_harabasz': 35.56025063056499, 'davies_bouldin': 1.6214764674952207};0.18543583797493868;0.026991620000221945;{0: 53, 1: 68};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.21806880017812522, 'calinski_harabasz': 29.489471286152963, 'davies_bouldin': 1.5438215430358566};0.15730937063979303;0.04210422615118356;{0: 48, 1: 51, 2: 22};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542158, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;2;{'silhouette': 0.3055916193474786, 'calinski_harabasz': 14.793431645542165, 'davies_bouldin': 1.9734562477377293};0.11226260983974541;0.061640899178296654;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836108, 'davies_bouldin': 2.9192426488391487};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542162, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.09196724306542348, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518191;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542158, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;2;{'silhouette': 0.3055916193474786, 'calinski_harabasz': 14.793431645542165, 'davies_bouldin': 1.9734562477377293};0.11226260983974541;0.061640899178296654;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836108, 'davies_bouldin': 2.9192426488391487};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542162, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.09196724306542348, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518191;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542158, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;2;{'silhouette': 0.3055916193474786, 'calinski_harabasz': 14.793431645542165, 'davies_bouldin': 1.9734562477377293};0.11226260983974541;0.061640899178296654;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836108, 'davies_bouldin': 2.9192426488391487};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542162, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.09196724306542348, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518191;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;2;{'silhouette': 0.3055916193474785, 'calinski_harabasz': 14.793431645542158, 'davies_bouldin': 1.97345624773773};0.11226260983974543;0.06164089917829669;{0: 107, 1: 14};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;variance;3;{'silhouette': 0.09196724306542345, 'calinski_harabasz': 14.408584476836111, 'davies_bouldin': 2.919242648839148};0.11530369742518194;0.07016512714124737;{0: 45, 1: 44, 2: 32};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7'];gmm;N/A;pca;2;{'silhouette': 0.3055916193474786, 'calinski_harabasz': 14.793431645542165, 'davies_bouldin': 1.9734562477377293};0.11226260983974541;0.061640899178296654;{0: 107, 1: 14};True
